Id,Label,timeset,popularity,followers,genres
5CA8MVh6ESzTlJcsB8wcFJ,Leño,,39,29247,cantautor;spanish new wave;spanish punk
3baxdZ69449O6BMd7yuYXv,Siniestro Total,,45,41733,cantautor;spanish new wave;spanish punk
1S83AICkpMqmowvInvbizT,Ramoncin,,31,6777,spanish new wave
2JY8pGyMVoDOvZIOnBxf5W,Martín Buscaglia,,37,11962,argentine indie;argentine rock;rio de la plata
6hmj4qPtup6hMVe7V4YZ6S,Ana Prada,,38,15452,folklore argentino;nueva cancion;rio de la plata
3cBb4A9AZeZhcq781P3wCZ,Onda Vaga,,56,101327,argentine indie;argentine rock;latin alternative;latin rock;rock en espanol
44Nh1bmSzhivHlENPfVurl,Dinamita Pa Los Pollos,,31,7671,spanish new wave;spanish pop
5xL4xxrHU7qleELxk85vAo,Los Rebeldes,,36,14804,spanish new wave;spanish pop
0A6WBpDrr0afYnqRMvc7OC,091,,33,8705,spanish new wave
43Q662o1VzhO3xwj97FWxT,Enrique Urquijo y Los problemas,,34,11610,cantautor;spanish new wave;spanish pop
